time,pos1,pos2,vel1,vel2,tau1,tau2
2.100000000000001033e-01,-5.250747063982100782e-01,1.046131603971472313e+00,-2.270687136389065941e+00,2.542371811085003763e+00,7.496138114896963023e-01,0.000000000000000000e+00
2.150000000000001077e-01,-5.360451325062930428e-01,1.057837146526242389e+00,-2.117535170463854310e+00,2.140914980916934329e+00,8.437970826836971305e-01,0.000000000000000000e+00
2.200000000000001121e-01,-5.462381874749472344e-01,1.067530473464218144e+00,-1.959696533550601139e+00,1.737388587700921416e+00,9.490056537436682982e-01,0.000000000000000000e+00
2.250000000000001166e-01,-5.556284363240491242e-01,1.075197598076998551e+00,-1.796370995309506835e+00,1.330329770811635948e+00,1.062908607770046254e+00,0.000000000000000000e+00
2.300000000000001210e-01,-5.641867432908149738e-01,1.080817581596256183e+00,-1.626877815217429024e+00,9.184168192322559321e-01,1.179846301638373784e+00,0.000000000000000000e+00
2.350000000000001255e-01,-5.718812802003676588e-01,1.084363860195649565e+00,-1.450820052900496204e+00,5.007172235754726586e-01,1.293019124993162849e+00,0.000000000000000000e+00
2.400000000000001299e-01,-5.786790758656654710e-01,1.085806346472420580e+00,-1.268136908534820861e+00,7.675094105651808496e-02,1.475456906264599244e+00,0.000000000000000000e+00
2.450000000000001343e-01,-5.845374808444163683e-01,1.085096854666937283e+00,-1.075016926362108105e+00,-3.602358683222548486e-01,1.556769876931058061e+00,0.000000000000000000e+00
2.500000000000001110e-01,-5.894165175658753197e-01,1.082188974440521756e+00,-8.763399244119344234e-01,-8.028017507606822756e-01,1.646839741112971378e+00,0.000000000000000000e+00
2.550000000000001155e-01,-5.932865105134409456e-01,1.077049851297811944e+00,-6.713469882675618949e-01,-1.252948911886016869e+00,1.738976606949368620e+00,0.000000000000000000e+00
2.600000000000001199e-01,-5.961147866474105772e-01,1.069637679027543253e+00,-4.595967981822304260e-01,-1.712260015258111334e+00,1.827971488467554195e+00,0.000000000000000000e+00
2.650000000000001243e-01,-5.978670593306869563e-01,1.059903444092459734e+00,-2.408841757672633421e-01,-2.182038047034125405e+00,1.910933551167019795e+00,0.000000000000000000e+00
2.700000000000001288e-01,-5.985083002186181167e-01,1.047791815581294195e+00,-1.511656557217824770e-02,-2.663508901309080912e+00,2.047323902294757136e+00,0.000000000000000000e+00
2.750000000000001332e-01,-5.979951658882380894e-01,1.033227703854538992e+00,2.209474480261196527e-01,-3.163374598627365142e+00,2.111160327338748921e+00,0.000000000000000000e+00
2.800000000000001377e-01,-5.962843031766162927e-01,1.016129639492796777e+00,4.640595036303320486e-01,-3.677448909832192747e+00,2.174435981016487052e+00,0.000000000000000000e+00
2.850000000000001421e-01,-5.933391611061518134e-01,9.964208690719354999e-01,7.147547838551908672e-01,-4.208052534985442961e+00,2.237911667052429276e+00,0.000000000000000000e+00
2.900000000000001465e-01,-5.891202279575004086e-01,9.740122441262396569e-01,9.736844321913089573e-01,-4.757827632244740812e+00,2.300037956306954179e+00,0.000000000000000000e+00
2.950000000000001510e-01,-5.835847286802827716e-01,9.488010847657706304e-01,1.241504210375281136e+00,-5.329547844155397840e+00,2.359517743200783002e+00,0.000000000000000000e+00
3.000000000000001554e-01,-5.766865513768179019e-01,9.206704442658638632e-01,1.518894252211012930e+00,-5.926148096883622429e+00,2.416451946181226607e+00,0.000000000000000000e+00
3.050000000000001599e-01,-5.683759239319418066e-01,8.894879541872237061e-01,1.806639226215998040e+00,-6.550862767750018634e+00,2.471273537112380403e+00,0.000000000000000000e+00
3.100000000000001643e-01,-5.585988385426483571e-01,8.551042444384084895e-01,2.105648336243179042e+00,-7.207255490594073777e+00,2.524957852990708851e+00,0.000000000000000000e+00
3.150000000000001688e-01,-5.472963630836829019e-01,8.173512023780358238e-01,2.416979809574990590e+00,-7.899251459350667304e+00,2.578474639355246456e+00,0.000000000000000000e+00
3.200000000000001732e-01,-5.344039379642909759e-01,7.760403034837008995e-01,2.741820627855187542e+00,-8.631071611668758692e+00,2.632643734220278198e+00,0.000000000000000000e+00
3.250000000000001776e-01,-5.198508565220354427e-01,7.309614961250877618e-01,3.081430961433176741e+00,-9.407069370387445062e+00,2.688176559214380923e+00,0.000000000000000000e+00
3.300000000000001821e-01,-5.035601215364331473e-01,6.818832082527361838e-01,3.437045631727531081e+00,-1.023143392513943795e+01,2.745825322235744270e+00,0.000000000000000000e+00
3.350000000000001865e-01,-4.854489381305370777e-01,6.285542989877421771e-01,3.809712795169041932e+00,-1.110769272540889752e+01,2.806850447856053865e+00,0.000000000000000000e+00
3.400000000000001910e-01,-4.654301905606287315e-01,5.707091090752491880e-01,4.200054771795811881e+00,-1.203794813803095920e+01,2.872808907475929541e+00,0.000000000000000000e+00
3.450000000000001954e-01,-4.434155069277748717e-01,5.080774933070624222e-01,4.607863559609187476e+00,-1.302162160267787172e+01,2.858891398483782265e+00,0.000000000000000000e+00
3.500000000000001998e-01,-4.193361448721513174e-01,4.404369517241452092e-01,5.025297907006902598e+00,-1.403961188790800030e+01,2.844391893512255631e+00,0.000000000000000000e+00
3.550000000000002043e-01,-3.931558875009904530e-01,3.676521313960822712e-01,5.447097530504335872e+00,-1.507589339734800049e+01,2.830239585467009711e+00,0.000000000000000000e+00
